"log_id","log_text","generated_regex"
"74","Feb 19 02:32:24 myhost ERROR Event 6512: Process terminated","(?P<month>\S+)\s+(?P<day>\d{2})\s+(?P<hour>\d{2}):(?P<minute>\d{2}):(?P<second>\d{2})\s+(?P<hostname>\S+)\s+(?P<severity>\S+)\s+Event\s+(?P<event_id>\d+):\s+(?P<message>.*?)"
"75","192.168.68.98 - - [Mar 17 2025, 10:24:22] ""PUT /login HTTP/1.1"" 200 3214 ""https://www.google.com"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15""","(?P<ip>\d+\.\d+\.\d+\.\d+)\s+-\s+-\s+\[(?P<date>[A-Za-z]{3}\s+\d{2}\s+\d{4},\s+\d{2}:\d{2}:\d{2})\]\s+""(?P<method>PUT)\s+(?P<url>/login)\s+(?P<protocol>HTTP/1\.1)""\s+(?P<status_code>\d+)\s+(?P<response_size>\d+)\s+""(?P<referrer>https:\/\/www\.google\.com)""\s+""(?P<user_agent>Mozilla\/5\.0\s+\(Macintosh;\s+Intel\s+Mac\s+OS\s+X\s+10_15_7\)\s+AppleWebKit\/605\.1\.15\s+\(KHTML,\s+like\s+Gecko\)\s+Version\/14\.1\.1\s+Safari\/605\.1\.15)"""
"76","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385F-C22A-43E0-BF4C-06F5698FFBD9}'/><EventID>10</EventID><Version>3</Version><Level>4</Level><Task>10</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2020-10-08T12:52:10.274186300Z'/><EventRecordID>34</EventRecordID><Correlation/><Execution ProcessID='4268' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>win-dc-8537412.attackrange.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='UtcTime'>2020-10-08 12:52:10.259</Data><Data Name='SourceProcessGUID'>{F97E5129-0A10-5F7F-0C00-000000007E01}</Data><Data Name='SourceProcessId'>572</Data><Data Name='SourceThreadId'>1120</Data><Data Name='SourceImage'>C:\Windows\system32\svchost.exe</Data><Data Name='TargetProcessGUID'>{F97E5129-0B7A-5F7F-F402-000000007E01}</Data><Data Name='TargetProcessId'>4268</Data><Data Name='TargetImage'>C:\Windows\sysmon64.exe</Data><Data Name='GrantedAccess'>0x1400</Data><Data Name='CallTrace'>C:\Windows\SYSTEM32\ntdll.dll+a5ec4|C:\Windows\System32\KERNELBASE.dll+5eab4|c:\windows\system32\lsm.dll+e9d6|c:\windows\system32\lsm.dll+d3ae|C:\Windows\System32\RPCRT4.dll+78343|C:\Windows\System32\RPCRT4.dll+dbc0d|C:\Windows\System32\RPCRT4.dll+b3dc|C:\Windows\System32\RPCRT4.dll+59dc4|C:\Windows\System32\RPCRT4.dll+58cdd|C:\Windows\System32\RPCRT4.dll+5958b|C:\Windows\System32\RPCRT4.dll+3942c|C:\Windows\System32\RPCRT4.dll+398ac|C:\Windows\System32\RPCRT4.dll+53e9c|C:\Windows\System32\RPCRT4.dll+556fb|C:\Windows\System32\RPCRT4.dll+481da|C:\Windows\SYSTEM32\ntdll.dll+286be|C:\Windows\SYSTEM32\ntdll.dll+2a029|C:\Windows\System32\KERNEL32.DLL+84d4|C:\Windows\SYSTEM32\ntdll.dll+6e871</Data></EventData></Event>","<Event\s+xmlns='http:\/\/schemas\.microsoft\.com\/win\/2004\/08\/events\/event'><System><Provider\s+Name='(?<ProviderName>.*?)'\s+Guid='(?<ProviderGuid>.*?)'\/><EventID>(?<EventID>.*?)<\/EventID><Version>(?<Version>.*?)<\/Version><Level>(?<Level>.*?)<\/Level><Task>(?<Task>.*?)<\/Task><Opcode>(?<Opcode>.*?)<\/Opcode><Keywords>(?<Keywords>.*?)<\/Keywords><TimeCreated\s+SystemTime='(?<SystemTime>.*?)'\/><EventRecordID>(?<EventRecordID>.*?)<\/EventRecordID><Correlation\/><Execution\s+ProcessID='(?<ProcessID>.*?)'\s+ThreadID='(?<ThreadID>.*?)'\/><Channel>(?<Channel>.*?)<\/Channel><Computer>(?<Computer>.*?)<\/Computer><Security\s+UserID='(?<UserID>.*?)'\/><\/System><EventData><Data\s+Name='RuleName'>(?<RuleName>.*?)<\/Data><Data\s+Name='UtcTime'>(?<UtcTime>.*?)<\/Data><Data\s+Name='SourceProcessGUID'>(?<SourceProcessGUID>.*?)<\/Data><Data\s+Name='SourceProcessId'>(?<SourceProcessId>.*?)<\/Data><Data\s+Name='SourceThreadId'>(?<SourceThreadId>.*?)<\/Data><Data\s+Name='SourceImage'>(?<SourceImage>.*?)<\/Data><Data\s+Name='TargetProcessGUID'>(?<TargetProcessGUID>.*?)<\/Data><Data\s+Name='TargetProcessId'>(?<TargetProcessId>.*?)<\/Data><Data\s+Name='TargetImage'>(?<TargetImage>.*?)<\/Data><Data\s+Name='GrantedAccess'>(?<GrantedAccess>.*?)<\/Data><Data\s+Name='CallTrace'>(?<CallTrace>.*?)<\/Data><\/EventData><\/Event>"
"77","Feb 27 00:18:01 CLV010VLCBEDR01 systemd[375924]: Reached target Timers.","(?P<month>\S+)\s+(?P<day>\d{2})\s+(?P<hour>\d{2}):(?P<minute>\d{2}):(?P<second>\d{2})\s+(?P<hostname>\S+)\s+(?P<process>\S+)\[(?P<pid>\d+)\]\:\s+(?P<message>.*?)"
"78","2015-10-18 18:01:53,869 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack","(?<timestamp>\d{4}-\d{2}-\d{2}\s\d{2}:\d{2}:\d{2},\d{3})\s+(?<log_level>[A-Z]+)\s+\[(?<thread_name>.*?)\]\s+(?<class_name>.*?):\s+(?<message>.*?)"
"79","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-SystemDataArchiver' Guid='{4389f802-0c4f-56d0-63c6-d77db206d237}'/><EventID>2050</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2025-02-28T07:41:19.880782800Z'/><EventRecordID>7191981</EventRecordID><Correlation ActivityID='{3debc1ad-5b8d-48c4-ae2c-29e8968f650e}'/><Execution ProcessID='4000' ThreadID='2692'/><Channel>Microsoft-Windows-SystemDataArchiver/Diagnostic</Channel><Computer>KELWIN2019TEST2</Computer><Security UserID='S-1-5-19'/></System><EventData><Data Name='LogString'>[counter_request::Run] Delivered values for request 0x100000000000002 (1 counters).</Data></EventData></Event>","<Event\s+xmlns='http:\/\/schemas\.microsoft\.com\/win\/2004\/08\/events\/event'><System><Provider\s+Name='(?<ProviderName>.*?)'\s+Guid='(?<ProviderGuid>.*?)'\/><EventID>(?<EventID>.*?)<\/EventID><Version>(?<Version>.*?)<\/Version><Level>(?<Level>.*?)<\/Level><Task>(?<Task>.*?)<\/Task><Opcode>(?<Opcode>.*?)<\/Opcode><Keywords>(?<Keywords>.*?)<\/Keywords><TimeCreated\s+SystemTime='(?<SystemTime>.*?)'\/><EventRecordID>(?<EventRecordID>.*?)<\/EventRecordID><Correlation\s+ActivityID='(?<ActivityID>.*?)'\/><Execution\s+ProcessID='(?<ProcessID>.*?)'\s+ThreadID='(?<ThreadID>.*?)'\/><Channel>(?<Channel>.*?)<\/Channel><Computer>(?<Computer>.*?)<\/Computer><Security\s+UserID='(?<UserID>.*?)'\/><\/System><EventData><Data\s+Name='LogString'>(?<LogString>.*?)<\/Data><\/EventData><\/Event>"
"80","Dec 10 06:55:46 LabSZ sshd[24200]: reverse mapping checking getaddrinfo for ns.marryaldkfaczcz.com [173.234.31.186] failed - POSSIBLE BREAK-IN ATTEMPT!","Dec\s+\d{2}\s+\d{2}:\d{2}:\d{2}\s+(?<hostname>\S+)\s+(?<process>\S+)\[(?<pid>\d+)\]\:\s+reverse\s+mapping\s+checking\s+getaddrinfo\s+for\s+(?<hostname_or_ip>[^\s\[\]]+)\s+\[(?<ip>\d+\.\d+\.\d+\.\d+)\]\s+failed\s+-\s+(?<message>.+?)"
"81","03/10/2025 01:25:27.876 WatsonReport: Registering setup log files with watson","(?<month>\d{2})/(?<day>\d{2})/(?<year>\d{4})\s+(?<hour>\d{2}):(?<minute>\d{2}):(?<second>\d{2}\.\d{3})\s+(?<source>[^:]+):\s+(?<message>.+)"
"82","2024-05-09 16:24:24.569    +08:00    Alarm: Client loaded _Categor RDB; time 2024-05-03 15:41:01.","(?<timestamp>\d{4}-\d{2}-\d{2}\s\d{2}:\d{2}:\d{2}\.\d{3})\s+\+\d{2}:\d{2}\s+Alarm:\s+(?<message>Client\sloaded\s_Categor\sRDB);\stime\s(?<time>\d{4}-\d{2}-\d{2}\s\d{2}:\d{2}:\d{2})"
"83","Jul 23 11:46:41 combo sshd(pam_unix)[15385]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.44.47.166 user=root","\s*(?<month>\w{3})\s+(?<day>\d{2})\s+(?<time>\d{2}:\d{2}:\d{2})\s+(?<hostname>\S+)\s+(?<service>\S+)\((?<subservice>\S+)\)\[(?<pid>\d+)\]\:\s+authentication\s+failure\;\s+logname=(?<logname>\S*)\s+uid=(?<uid>\d+)\s+euid=(?<euid>\d+)\s+tty=(?<tty>\S+)\s+ruser=(?<ruser>\S*)\s+rhost=(?<rhost>\S+)\s+user=(?<user>\S+)"
"84","17/06/09 20:10:41 INFO spark.SecurityManager: SecurityManager: authentication disabled; ui acls disabled; users with view permissions: Set(yarn, curi); users with modify permissions: Set(yarn, curi)","(?<date>\d{2}\/\d{2}\/\d{2})\s+(?<time>\d{2}:\d{2}:\d{2})\s+(?<log_level>[A-Z]+)\s+(?<class_name>[^:]+):\s+SecurityManager:\s+authentication\s+disabled;\s+ui\s+acls\s+disabled;\s+users\s+with\s+view\s+permissions:\s+Set\((?<view_users>[^)]+)\);\s+users\s+with\s+modify\s+permissions:\s+Set\((?<modify_users>[^)]+)\)"
"85","[10.30 17:11:12] WeChat.exe - proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS","\[\s*(?<timestamp>\d{1,3}\.\d{1,2}\s+\d{1,2}:\d{1,2}:\d{1,2})\s*\]\s*(?<process>.*?\s*\.exe)\s*-\s*(?<proxy_host>.*?):(?<proxy_port>\d{1,5})\s*open\s*through\s*proxy\s*\k<proxy_host>:(?=\k<proxy_port>)\s*(?<protocol>.*?)$"
"86","081109 204722 567 INFO dfs.DataNode$PacketResponder: Received block blk_5402003568334525940 of size 67108864 from /10.251.214.112","(?<timestamp>\d{6})\s+(?<time>\d{6})\s+(?<pid>\d+)\s+(?<level>[A-Z]+)\s+(?<class>[^:]+):\s+Received\s+block\s+(?<block_id>blk_\d+)\s+of\s+size\s+(?<size>\d+)\s+from\s+(?<ip_address>/\d+\.\d+\.\d+\.\d+)"
"87","081109 204132 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.115:50010 is added to blk_3050920587428079149 size 67108864","(?P<month>\d{2})(?P<day>\d{2})(?P<hour>\d{2})(?P<minute>\d{2})(?P<second>\d{2})\s+(?P<timestamp>\d{6})\s+(?P<log_level>[A-Z]+)\s+(?P<class>[^:]+):\s+(?P<message>[^:]+):\s+(?P<action>[^:]+):\s+(?P<ip>\d+\.\d+\.\d+\.\d+):(?P<port>\d+)\s+is\s+added\s+to\s+(?P<block_id>blk_\d+)\s+size\s+(?P<size>\d+)"
"88","2025-02-06T05:15:06.534Z server52 UserService [DEBUG]: Operation completed for user 258","(?<timestamp>\d{4}-\d{2}-\d{2}T\d{2}:\d{2}:\d{2}\.\d{3}Z)\s+(?<host>server\d+)\s+(?<app>UserService)\s+\[(?<loglevel>[^\]]+)\]:\s+Operation\s+completed\s+for\s+user\s+(?<userid>\d+)"
"89","<8>1 2025-07-23T06:44:37.453210Z dragos dragos_syslog - - - {""system"": ""Dragos Platform"", ""createdAt"": ""2025-07-23T06:44:37Z"", ""summary"": ""Distributed Component Object Model (DCOM) used to execute commands on a remote Windows system"", ""severity"": ""5"", ""content"": ""Asset 28 (192.168.23.11) executed DCOMExec script to Asset 14 (172.18.1.42). The script carried out the following action SMB::FILE_OPEN as a result of the execution. The execution of DCOMExec script could indicate possible usage of the Impacket framework that provides the capability to use the script in order to execute commands on a remote Windows system via Distributed Component Object Model (DCOM). The output of the python script is the following file __1753252778.7019103"", ""asset_ip"": """", ""asset_hostname"": """", ""dst_asset_ip"": ""172.18.1.42"", ""dst_asset_hostname"": ""pdsrdstm"", ""dst_asset_mac"": ""00:50:56:27:2A:37"", ""dst_asset_domain"": """", ""src_asset_ip"": ""192.168.23.11"", ""src_asset_hostname"": """", ""src_asset_mac"": """", ""src_asset_domain"": """", ""id"": ""6528"", ""asset_domain"": """", ""asset_id"": """", ""asset_mac"": """", ""detection_quad"": ""Indicator"", ""detectorId"": ""8cc94891-899e-4e1e-a24e-60e5c42019cf"", ""dst_asset_id"": ""14"", ""matchedRuleId"": ""4"", ""occurredAt"": ""2025-07-23T06:40:20Z"", ""originalSeverity"": ""1"", ""reviewed"": ""False"", ""src_asset_id"": ""28"", ""type"": ""Communication""}","<\d>\d\s+\K(?<timestamp>\d{4}-\d{2}-\d{2}T\d{2}:\d{2}:\d{2}\.\d+Z)\s+(?<hostname>\S+)\s+(?<application>\S+)\s+-\s+-\s+-\s+\{.*?""system""\s*:\s*""(?<system>.*?)""\s*,\s*""(?<createdAt>\d{4}-\d{2}-\d{2}T\d{2}:\d{2}:\d{Z})""\s*,\s*""(?<summary>.*?)""\s*,\s*""(?<severity>\d)""\s*,\s*""(?<content>.*?)""\s*,\s*""(?<asset_ip>.*?)""\s*,\s*""(?<asset_hostname>.*?)""\s*,\s*""(?<dst_asset_ip>.*?)""\s*,\s*""(?<dst_asset_hostname>.*?)""\s*,\s*""(?<dst_asset_mac>.*?)""\s*,\s*""(?<dst_asset_domain>.*?)""\s*,\s*""(?<src_asset_ip>.*?)""\s*,\s*""(?<src_asset_hostname>.*?)""\s*,\s*""(?<src_asset_mac>.*?)""\s*,\s*""(?<src_asset_domain>.*?)""\s*,\s*""(?<id>\d+)""\s*,\s*""(?<asset_domain>.*?)""\s*,\s*""(?<asset_id>.*?)""\s*,\s*""(?<asset_mac>.*?)""\s*,\s*""(?<detection_quad>.*?)""\s*,\s*""(?<detectorId>[^""]+)""\s*,\s*""(?<dst_asset_id>\d+)""\s*,\s*""(?<matchedRuleId>\d+)""\s*,\s*""(?<occurredAt>\d{4}-\d{2}-\d{2}T\d{2}:\d{2}:\d{2}Z)""\s*,\s*""(?<originalSeverity>\d)""\s*,\s*""(?<reviewed>\w+)""\s*,\s*""(?<src_asset_id>\d+)""\s*,\s*""(?<type>.*?)""\s*\}"
"90","204.213.233.216 - - [Mar 15 2025, 08:35:21] ""GET /search HTTP/1.1"" 400 2717 ""https://www.google.com"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15""","(?P<ip>.*?)\s+-\s+-\s+\[(?P<date>[^\]]*?)\]\s+""(?P<method>.*?)\s+(?P<url>.*?)\s+(?P<protocol>.*?)""\s+(?P<status>\d+)\s+(?P<size>\d+)\s+""(?P<referrer>.*?)""\s+""(?P<user_agent>.*?)"""
"91","<10>Jul 23 14:40:45 10.10.1.10 CEF:0|Tenable|Tenable OT Security|3.18.58|109|Unauthorized Conversation|9|externalId=10025 cs6Label=policy_name cs6= SMB communication from  DMZ server Detected cf1Label=cluster_log_id cf1=10024 duser=920-WINSRV01-A dpt=445 dst=10.92.0.10 suser=920-TERMSRV01 src=10.20.100.20 proto=TCP cat=NetworkEvents","<(\d+)>\s+(\w+\s+\d+\s+\d{2}:\d{2}:\d{2})\s+(\d+\.\d+\.\d+\.\d+)\s+CEF:(.*?)\|(.*?)\|(.*?)\|(.*?)\|(.*?)\|(.*?)\|(.*?)\s+externalId=(.*?)\s+cs6Label=(.*?)\s+cs6=(.*?)\s+cf1Label=(.*?)\s+cf1=(.*?)\s+duser=(.*?)\s+dpt=(.*?)\s+dst=(.*?)\s+suser=(.*?)\s+src=(.*?)\s+proto=(.*?)\s+cat=(.*?)"
"92","37.161.15.125 - - [Mar 18 2025, 11:08:58] ""PUT /api/users HTTP/1.1"" 200 2005 ""https://www.example.com"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15""","(?P<ip>\d+\.\d+\.\d+\.\d+)\s+-\s+-\s+\[(?P<date>[A-Za-z]{3}\s+\d{2}\s+\d{4},\s+\d{2}:\d{2}:\d{2})\]\s+""(?P<method>PUT)\s+(?P<url>/api/users)\s+(?P<protocol>HTTP/1\.1)""\s+(?P<status_code>\d+)\s+(?P<response_size>\d+)\s+""(?P<referrer>https:\/\/www\.example\.com)""\s+""(?P<user_agent>Mozilla\/5\.0\s+\(Macintosh;\s+Intel\s+Mac\s+OS\s+X\s+10_15_7\)\s+AppleWebKit\/605\.1\.15\s+\(KHTML,\s+like\s+Gecko\)\s+Version\/14\.1\.1\s+Safari\/605\.1\.15)"""
"93","Aug 15 00:04:21 combo sshd(pam_unix)[20897]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root","Aug\s+15\s+00:04:21\s+combo\s+sshd\(pam_unix\)\[20897\]:\s+authentication\s+failure;\s+logname=(.*?)\s+uid=(.*?)\s+euid=(.*?)\s+tty=(.*?)\s+ruser=(.*?)\s+rhost=(.*?)\s+user=(.*?)"
"94","081109 204453 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.85:50010 is added to blk_2377150260128098806 size 67108864","(?<timestamp>\d{6})\s+(?<time>\d{6})\s+(?<pid>\d+)\s+(?<level>[A-Z]+)\s+(?<class>[^:]+):\s+(?<method>[^:]+):\s+(?<message>.+?)"
"95","081109 204815 653 INFO dfs.DataNode$DataXceiver: Receiving block blk_5792489080791696128 src: /10.251.30.6:33145 dest: /10.251.30.6:50010","(?<timestamp>\d{6})\s+(?<milliseconds>\d{6})\s+(?<pid>\d+)\s+(?<log_level>[A-Z]+)\s+(?<class>[^:]+):\s+(?<message>Receiving\s+block\s+(?<block_id>blk_\d+)\s+src:\s+(?<source_ip>\/[^\s:]+):(?<source_port>\d+)\s+dest:\s+(?<destination_ip>\/[^\s:]+):(?<destination_port>\d+))"
"96","[09.30 17:12:14] chrome.exe - proxy.cse.cuhk.edu.hk:5070 close, 35850 bytes (35.0 KB) sent, 13903 bytes (13.5 KB) received, lifetime 04:12","\[.*?\s(.*?)\]\s(.*?)\s-\s(.*?)\s(.*?)\s(.*?)\sbytes\s\((.*?)\)\ssent,\s(.*?)\sbytes\s\((.*?)\)\sreceived,\slifetime\s(.*?)$"
"97","[10.20 17:11:08] chrome.exe - proxy.cse.cuhk.edu.hk:5070 close, 1432 bytes (1.39 KB) sent, 44376 bytes (43.3 KB) received, lifetime 00:31","\[\s*(?<timestamp>\d{2}\.\d{2}\s+\d{2}:\d{2}:\d{2})\s*\]\s*(?<process>.*?.exe)\s+-\s*(?<destination>.*?:\d{2,5})\s+(?<action>.*?)\,\s*(?<bytes_sent>\d+)\s+bytes\s+\(\d+\.\d{2}\s+KB\)\s+sent\,\s*(?<bytes_received>\d+)\s+bytes\s+\(\d+\.\d{2}\s+KB\)\s+received\,\s*lifetime\s+(?<lifetime>\d{2}:\d{2})"
"98","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-SystemDataArchiver' Guid='{4389f802-0c4f-56d0-63c6-d77db206d237}'/><EventID>2050</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2025-02-26T05:59:00.054350300Z'/><EventRecordID>6989899</EventRecordID><Correlation ActivityID='{3debc1ad-5b8d-48c4-ae2c-29e8968f650e}'/><Execution ProcessID='4000' ThreadID='5148'/><Channel>Microsoft-Windows-SystemDataArchiver/Diagnostic</Channel><Computer>KELWIN2019TEST2</Computer><Security UserID='S-1-5-19'/></System><EventData><Data Name='LogString'>[SDP Base]  SRUM calling FreeMemory for provider data type 3 into provider CPU Provider.</Data></EventData></Event>","<Event\s+xmlns='http:\/\/schemas\.microsoft\.com\/win\/2004\/08\/events\/event'><System><Provider\s+Name='(?<ProviderName>.*?)'\s+Guid='(?<ProviderGuid>.*?)'\/><EventID>(?<EventID>.*?)<\/EventID><Version>(?<Version>.*?)<\/Version><Level>(?<Level>.*?)<\/Level><Task>(?<Task>.*?)<\/Task><Opcode>(?<Opcode>.*?)<\/Opcode><Keywords>(?<Keywords>.*?)<\/Keywords><TimeCreated\s+SystemTime='(?<SystemTime>.*?)'\/><EventRecordID>(?<EventRecordID>.*?)<\/EventRecordID><Correlation\s+ActivityID='(?<ActivityID>.*?)'\/><Execution\s+ProcessID='(?<ProcessID>.*?)'\s+ThreadID='(?<ThreadID>.*?)'\/><Channel>(?<Channel>.*?)<\/Channel><Computer>(?<Computer>.*?)<\/Computer><Security\s+UserID='(?<UserID>.*?)'\/><\/System><EventData><Data\s+Name='LogString'>(?<LogString>.*?)<\/Data><\/EventData><\/Event>"
"99","2015-10-18 18:01:53,838 INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack","(?<timestamp>\d{4}-\d{2}-\d{2}\s\d{2}:\d{2}:\d{2},\d{3})\s+(?<log_level>[A-Z]+)\s+\[(?<thread_name>.*?)\]\s+(?<class_name>.*?):\s+(?<message>.*?)"
"100","_from_ip=""10.20.80.208"" _to_ip=""96.45.45.45"" bpf_filter=""ip host 10.20.80.208 and ip host 96.45.45.45 and udp port 61952 and udp port 53"" direction_is_known=true first_activity_time=""1753253399923"" from=""10.20.80.208"" from_port=""61952"" from_zone=""10.20.80.0/24"" id=""810.20.80.20896.45.45.45f20035198360bcd73"" is_broadcast=false is_from_public=false is_to_public=true key=""96.45.45.45;53;10.20.80.208;61952;udp;8"" last_activity_time=""1753253399966"" protocol=""dns"" status=""CLOSED"" throughput_speed=0 to=""96.45.45.45"" to_port=""53"" to_zone=""Internet"" transferred.avg_packet_bytes=234.5 transferred.biggest_packet_bytes=""386"" transferred.bytes=""469"" transferred.last_15m_bytes=""0"" transferred.last_30m_bytes=""469"" transferred.last_5m_bytes=""0"" transferred.packets=""2"" transferred.smallest_packet_bytes=""83"" transport_protocol=""udp"" vlan_id=null","_from_ip=""(?<from_ip>.*?)""\s+_to_ip=""(?<to_ip>.*?)""\s+bpf_filter=""(?<bpf_filter>.*?)""\s+direction_is_known=(?<direction_is_known>.*?)\s+first_activity_time=""(?<first_activity_time>.*?)""\s+from=""(?<from>.*?)""\s+from_port=""(?<from_port>.*?)""\s+from_zone=""(?<from_zone>.*?)""\s+id=""(?<id>.*?)""\s+is_broadcast=(?<is_broadcast>.*?)\s+is_from_public=(?<is_from_public>.*?)\s+is_to_public=(?<is_to_public>.*?)\s+key=""(?<key>.*?)""\s+last_activity_time=""(?<last_activity_time>.*?)""\s+protocol=""(?<protocol>.*?)""\s+status=""(?<status>.*?)""\s+throughput_speed=(?<throughput_speed>.*?)\s+to=""(?<to>.*?)""\s+to_port=""(?<to_port>.*?)""\s+to_zone=""(?<to_zone>.*?)""\s+transferred\.avg_packet_bytes=(?<transferred_avg_packet_bytes>.*?)\s+transferred\.biggest_packet_bytes=""(?<transferred_biggest_packet_bytes>.*?)""\s+transferred\.bytes=""(?<transferred_bytes>.*?)""\s+transferred\.last_15m_bytes=""(?<transferred_last_15m_bytes>.*?)""\s+transferred\.last_30m_bytes=""(?<transferred_last_30m_bytes>.*?)""\s+transferred\.last_5m_bytes=""(?<transferred_last_5m_bytes>.*?)""\s+transferred\.packets=""(?<transferred_packets>.*?)""\s+transferred\.smallest_packet_bytes=""(?<transferred_smallest_packet_bytes>.*?)""\s+transport_protocol=""(?<transport_protocol>.*?)""\s+vlan_id=(?<vlan_id>.*?)"
